name,tipo,latitude,longitude,cep
Lua de Papel,clothes,-27.5910675,-48.5132879,Sem CEP
Sem nome,supermarket,-21.6909468,-43.3486839,Sem CEP
Bahamas,supermarket,-21.7699113,-43.3363714,Sem CEP
Mercado Econômico,supermarket,-29.7189295,-53.7609226,Sem CEP
Camelódromo 3 de Campinas,mall,-16.6734586,-49.2836348,Sem CEP
Shopping Buriti Mogi Guaçu,mall,-22.3687786,-46.9529752,13845-180
Churrascaria Boi na Brasa,convenience,-14.8993510,-40.8529217,Sem CEP
IG Shopping,mall,-9.9235534,-63.0332101,Sem CEP
Bradesco,bank,-19.9540173,-44.0227205,Sem CEP
Só Marcas Outlet,mall,-19.9534820,-44.0223024,Sem CEP
A. P. Estância,yes,-23.0614395,-44.9686823,Sem CEP
Bramil Supermercado,supermarket,-22.2363163,-43.1013729,Sem CEP
Sicoob,bank,-26.8443901,-53.5772199,Sem CEP
Supermercado Agricer,supermarket,-25.4345786,-49.2061463,Sem CEP
Facas Ipê,yes,-29.6710731,-53.6630049,Sem CEP
Agroindústria Santo Antônio,yes,-29.6710247,-53.6633050,Sem CEP
SS Acessórios Automotivo,car_parts,-20.4684382,-54.6184894,79002-000
Creditar Correspondente Bmg Itaú,money_lender,-20.4664531,-54.6157823,Sem CEP
Garapeira Manga Rosa,farm,-22.3364263,-51.5516050,Sem CEP
Supermercados Econômico,supermarket,-22.2748704,-51.4958573,Sem CEP
Atacadão,supermarket,-9.4511070,-40.4873597,Sem CEP
Supermercado Rodrigues,supermarket,-26.2517369,-48.8202807,89226-000
Caixa Econômica Federal,bank,-10.7114986,-38.1775674,Sem CEP
G-alho Supermercado,supermarket,-10.7119276,-38.1777817,Sem CEP
GL Moveis,furniture,-10.7115036,-38.1773785,Sem CEP
Caixa Econômica Federal,bank,-9.7523070,-36.6600186,Sem CEP
Vivian e Cia,supermarket,-23.7546361,-53.2971731,87502-250
Sem nome,yes,-22.7395926,-43.4703136,Sem CEP
Fael Diesel,car_parts,-22.5489664,-44.1837278,Sem CEP
Mercado Tucano do Cajueiro,supermarket,-22.8595685,-41.9989815,Sem CEP
Patos Shopping,mall,-7.0216808,-37.2783498,Sem CEP
Supermercado Alvorada,supermarket,-22.4260060,-45.4612316,Sem CEP
Caixa Econômica Federal,bank,-22.4267852,-45.4612786,Sem CEP
Globo,car,-27.6381113,-48.6668775,Sem CEP
Mepar,hardware,-27.0769541,-52.6248326,Sem CEP
Velório da Santa Casa,funeral_directors,-22.4219537,-45.4505471,Sem CEP
SuperFaé,supermarket,-20.4390716,-40.3423570,Sem CEP
Floricultura Abelinhas,florist,-29.7125654,-53.5028235,Sem CEP
Furlan Materiais de Construção e Agropecuária,yes,-29.6997424,-53.8746742,Sem CEP
Supermercado Mais Brasil,supermarket,-23.6585560,-46.7362639,05820-200
Dom Olívio,supermarket,-23.1866157,-46.8983967,13209-000
Posto Botoqueiro,convenience,-29.6885435,-53.8735166,97030-440
Ricoy Supermercado,supermarket,-23.7675964,-46.6831870,Sem CEP
Sem nome,greengrocer,-1.4519764,-48.5034762,Sem CEP
Sem nome,beverages,-1.4516753,-48.5034278,Sem CEP
Hipermercado C.Vale,supermarket,-24.2798791,-53.8319340,Sem CEP
Supermercado Trento,supermarket,-24.2852223,-53.8402267,Sem CEP
Sem nome,car,-29.6958815,-53.8566972,Sem CEP
Rede Vivo,supermarket,-29.6958589,-53.8571793,Sem CEP
Sem nome,mall,-9.2942017,-64.5452187,Sem CEP
Supermercado Planalto Hiper,supermarket,-23.7691195,-53.3164084,87503-420
Ford Besouro,car,-22.7612334,-42.8999751,Sem CEP
Loja da Gruta,religion,-30.0841147,-51.1885372,Sem CEP
Líder,supermarket,-1.4480208,-48.4880070,Sem CEP
Mercadinho Coelho,supermarket,-6.7637626,-35.6551988,Sem CEP
Mercadinho do Maurício,supermarket,-6.7640106,-35.6551592,Sem CEP
Lojas Americanas,department_store,-23.5486753,-46.6351357,01002-001
Retífica São José,car_repair,-19.9365315,-44.0066404,30532-050
Proalfa,confectionery,-18.9094964,-48.2767990,38408-288
Cobasi,pet,-23.6575357,-46.7159895,Sem CEP
Petz,pet,-23.6525366,-46.6798790,04626-000
Supermercado Via BH,supermarket,-19.9346806,-44.0131480,30525-220
Patidani,bakery,-19.9357085,-44.0126189,Sem CEP
Diniz Tecnomotors,car_repair,-19.9382082,-44.0059983,30532-090
Pães de Minas,bakery,-19.9380924,-44.0044419,Sem CEP
Chaveiro Ponto das Chaves,yes,-29.6809063,-53.8248856,Sem CEP
OSC Pneus Oficina Automotiva,car_repair,-23.6774159,-46.5374149,Sem CEP
Shopping Pátio Pinda,mall,-22.9473067,-45.4807612,Sem CEP
Sacolão Central,greengrocer,-19.9358315,-44.0128166,30525-160
Assaí,supermarket,-23.1755124,-46.8938008,Sem CEP
Padaria Medeiros,bakery,-19.9345916,-44.0132229,Sem CEP
Frigoboi,butcher,-19.9347657,-44.0133321,Sem CEP
Espigão Material de Construção,hardware,-19.9349622,-44.0131783,Sem CEP
CooperCica,supermarket,-23.1726132,-46.8915806,13215-275
Boa Supermercados,supermarket,-23.1843475,-46.8885739,Sem CEP
Maxi Shopping Jundiaí,mall,-23.1694650,-46.8920744,13215-900
Venda Santa Rita,supermarket,-19.0490911,-49.2594335,Sem CEP
Coopercica,supermarket,-23.1452095,-46.9157398,13215-275
Armazém Santa Rita,supermarket,-19.0313878,-49.2161988,Sem CEP
Semar Supermercado,supermarket,-22.9208831,-45.4480959,Sem CEP
Galeria 13 - Centro de Compras,mall,-23.6550517,-46.7028175,Sem CEP
Shopping Center Santo Amaro,mall,-23.6530751,-46.7054162,Sem CEP
Galeria Borba Gato,mall,-23.6497805,-46.7031103,Sem CEP
Shopping Futura,mall,-22.9067999,-43.0559603,Sem CEP
Supermercado Real,supermarket,-22.8767820,-43.0267664,Sem CEP
Americanas Express,mall,-22.8774614,-43.0263880,Sem CEP
Loja S&S,clothes,-26.8533107,-49.0861870,Sem CEP
Armazém Santa Rita,supermarket,-18.9734547,-49.2830060,Sem CEP
Shopping H,mall,-26.9209959,-49.0644115,89010-902
Bremen Zenter,mall,-26.9170027,-49.0685509,Sem CEP
Sem nome,convenience,-20.7755426,-49.3853098,Sem CEP
Mercado de Peixe Ocian,seafood,-24.0286411,-46.4713170,Sem CEP
Supermercado Monte Serrat,supermarket,-23.1581971,-47.0406012,Sem CEP
Bolicho Valandro,supermarket,-29.5810461,-50.4714563,95690-000
Sem nome,convenience,-29.5814541,-50.4729371,Sem CEP
Sem nome,doityourself,-30.0601940,-51.1907125,Sem CEP
Sem nome,yes,-30.0611057,-51.1906664,Sem CEP
Sem nome,yes,-30.0624855,-51.1882601,Sem CEP
Mecânica e Chapeamento,car_repair,-29.7158839,-53.8208506,Sem CEP
Itaú,bank,-23.3111286,-51.1587721,Sem CEP
Casas Freitas,houseware,-3.7348448,-38.5582852,60325-004
Ford Antares,car,-5.0802331,-42.7621211,64053-010
Mota Supermercado,supermarket,-23.4876308,-46.5931774,Sem CEP
Sem nome,supermarket,-30.0448948,-51.1493981,Sem CEP
Sem nome,supermarket,-30.0492112,-51.1578301,Sem CEP
Public,supermarket,-23.6796337,-46.7648968,Sem CEP
Supermercados BH,supermarket,-21.7411207,-43.3699070,Sem CEP
Posto Ferrari III,convenience,-29.6813887,-53.7927365,Sem CEP
Mercado JG,supermarket,-29.6776588,-53.7936933,Sem CEP
Rede Vivo,supermarket,-29.6863404,-53.8226372,Sem CEP
Lavanderia Municipal,laundry,-14.0714854,-42.4934765,46400-000
Ricardo Informática,computer,-27.8881829,-48.5938098,88139-431
Pet Campo,pet,-25.4782804,-49.2253361,Sem CEP
Itaú,bank,-23.3224346,-51.1573635,86010-160
Itaú,bank,-23.3182965,-51.1579110,86010-160
Supermercado Compre Bem,supermarket,-22.0135771,-47.8934616,Sem CEP
Caixa Econômica Federal,bank,-26.3555125,-48.8310479,89232-301
Sem nome,convenience,-23.9910193,-46.4016690,Sem CEP
Beto Caminhões,car_parts,-29.7163855,-53.8090203,Sem CEP
Peruzzo,supermarket,-29.6927058,-53.8097760,97015-512
Supermercados BH,supermarket,-21.7590785,-43.3497602,36013-080
Sem nome,convenience,-26.3427937,-48.8316949,89208-300
Sem nome,car_repair,-26.3417331,-48.8316330,Sem CEP
Sem nome,kiosk,-26.3415503,-48.8315399,Sem CEP
Sem nome,newsagent,-15.8200942,-47.9817161,Sem CEP
Posto Ipiranga,convenience,-30.0256696,-51.2155255,Sem CEP
Turbomoto,motorcycle,-30.0252655,-51.2160252,Sem CEP
Deposito Riacho,hardware,-23.7910237,-46.5387178,09830-100
Cotrirosa - Cooperativa,supermarket,-27.8583197,-54.4445227,Sem CEP
Galeria Rubens,mall,-26.9221755,-49.0642051,Sem CEP
Red 23,clothes,-23.5615676,-46.6752690,05411-000
Sem nome,supermarket,-27.8883889,-48.5898774,Sem CEP
Banco do Brasil,bank,-14.0691672,-42.4880232,46400-000
AutoCenter Automóveis - ICO -,car,-26.9166394,-49.0720862,89010-207
Posto Bela Jóia,convenience,-26.9093207,-49.0821459,Sem CEP
Banco do Brasil,bank,-23.6923388,-46.5063273,Sem CEP
Dueto Auto Mecânica,car_repair,-26.9119287,-49.0735415,89012-130
Galeria Caiçara,mall,-14.0691758,-42.4888623,46400-000
Bradesco,bank,-19.9329387,-40.4046847,29185-000
Morena Mel Modas e Acessórios,clothes,-19.9331007,-40.4046929,29185-000
Papelaria Cuzzuol,stationery,-19.9337413,-40.4045832,29185-000
Casa Esperança,clothes,-19.9338072,-40.4045705,29185-000
Bradesco,bank,-23.5415081,-46.6383526,01206-000
Cooper Super Água Verde,supermarket,-26.9106591,-49.1135343,Sem CEP
Sem nome,convenience,-10.8832695,-37.5139967,Sem CEP
Frigorifico Oliveira,butcher,-10.8844747,-37.5138743,Sem CEP
Frigorifico,butcher,-10.8840015,-37.5135118,Sem CEP
Herrera,convenience,-23.3131346,-51.1547047,Sem CEP
Supermercados Viscardi,supermarket,-23.3142145,-51.1519541,86010-490
SuperJ,supermarket,-20.6157517,-46.0422068,37930-000
Nissan Dahruj,car,-22.8861756,-47.0435863,13090-615
Supermercado Avanzi - Loja I,supermarket,-22.7452402,-50.5763950,Sem CEP
Supermercado Avanzi - Loja II,supermarket,-22.7525890,-50.5802916,Sem CEP
Chacara Bela Vista,florist,-22.6739775,-50.4170900,Sem CEP
Banco do Brasil,bank,-22.6618232,-50.4163508,Sem CEP
Supermercado Kané,supermarket,-22.6491594,-50.4180882,Sem CEP
Suprema,car,-22.6577214,-50.3896135,Sem CEP
Supermercado Amigão,supermarket,-22.6517341,-50.3921018,Sem CEP
Supermercado Superbom,supermarket,-22.6491839,-50.4101361,Sem CEP
Centro de Serviços Funerários São Vicente,funeral_directors,-22.6467239,-50.4091749,Sem CEP
Itaú,bank,-23.5052706,-46.6046465,02071-011
Santander,bank,-23.5058886,-46.6042786,02071-002
Supermercado Avenida,supermarket,-22.7437357,-50.3882627,Sem CEP
Simões & Alves EPI,safety_equipment,-29.7121002,-53.8196704,Sem CEP
Top Car,car,-26.9359825,-49.0674012,89023-000
Bistek Supermercados,supermarket,-26.9269883,-49.0581799,Sem CEP
Shell Helix,car_repair,-26.9092639,-49.0822869,Sem CEP
Bradesco,bank,-23.3116979,-51.1573197,Sem CEP
Centro Comercial Garcia,mall,-26.9460202,-49.0718786,Sem CEP
Cooper Super Garcia,supermarket,-26.9446202,-49.0729474,89022-002
Loja Dez,clothes,-26.9468955,-49.0721260,Sem CEP
Supermercado Weege,supermarket,-31.4402464,-53.1001581,Sem CEP
Supermercado Avenida Plus,supermarket,-22.6595928,-50.4125406,Sem CEP
Shopping Pertutti,mall,-22.6612096,-50.4052201,Sem CEP
Assis Disel - Mercedes Bens,car,-22.6360616,-50.4264348,Sem CEP
Victório Conveniência,convenience,-26.9066567,-49.0843548,89035-200
Supermecado do Neto,supermarket,-20.1413265,-40.2445854,Sem CEP
Mercado do Peixe,seafood,-10.2075180,-36.8369593,Sem CEP
Supermercado Triunfante,supermarket,-2.6313834,-56.7338593,Sem CEP
Supermercado Baranda,supermarket,-2.6269111,-56.7330072,Sem CEP
Banco do Brasil,bank,-25.4437981,-49.2625864,80230130
Frutaria Guimarães,greengrocer,-17.7274236,-49.4815241,75615-000
Sem nome,bakery,-17.7270067,-49.4812863,75615-000
Super Muffato,supermarket,-23.2602374,-51.1588467,86082-000
Sem nome,bakery,-26.4793650,-49.0808547,Sem CEP
Sem nome,yes,-26.4821190,-49.0821292,Sem CEP
Caixa Econômica Federal,bank,-23.7769662,-46.5313236,Sem CEP
Assaí Atacadista,supermarket,-23.2600185,-51.1599982,86082-000
Outlet Premium Salvador,mall,-12.8254456,-38.2678731,Sem CEP
Cristina Modas,clothes,-19.3297982,-41.2558029,Sem CEP
Feltrin,supermarket,-29.7281180,-53.8028262,Sem CEP
Dismabe,convenience,-29.7222856,-53.8064214,Sem CEP
SuperGasBras,gas,-29.7225735,-53.8056833,Sem CEP
Decathlon,sports,-25.4291233,-49.3224290,Sem CEP
PMZ,car_parts,2.8067058,-60.6892778,Sem CEP
Coelho Diniz,supermarket,-18.8585919,-41.9506731,Sem CEP
Itaú,bank,-22.6619277,-50.4173330,Sem CEP
Torra Torra,clothes,-22.6613567,-50.4170707,Sem CEP
Padaria Florença,bakery,-22.6608279,-50.4128391,Sem CEP
Havan,department_store,-19.3591451,-40.0657321,Sem CEP
Mega Loja Gigante da Colina,sports,-22.8917572,-43.2286254,Sem CEP
Autofar,car_parts,-30.0194153,-51.2090044,Sem CEP
Supermercado São Judas Tadeu,supermarket,-22.6679000,-50.4341890,Sem CEP
Supermercado Avenida,supermarket,-22.6666629,-50.4347207,Sem CEP
Santander,bank,-22.6494197,-50.4356944,Sem CEP
Atração FIAT,car,-22.6464354,-50.4413479,Sem CEP
Marmoaria Amazonas,hardware,-22.6462812,-50.4419188,Sem CEP
Panificadora e Confeitaria Regi,bakery,-26.9704484,-49.0739989,Sem CEP
Chiapetti & Cia Ltda.,car,-23.7782428,-53.2781626,Sem CEP
Panificador Ponto Doce,bakery,-23.7356483,-52.8589164,Sem CEP
Caixa Econômica Federal,bank,-23.7352651,-52.8635489,Sem CEP
Mercearia Nossa Senhora de Fátima,supermarket,-23.7359544,-52.8595361,Sem CEP
Mercearia São Jorge,supermarket,-23.7355337,-52.8594669,Sem CEP
Casa Santa Luiza,supermarket,-23.7354239,-52.8602121,Sem CEP
Panificadora e Confeitaria São João,bakery,-23.7344811,-52.8653331,Sem CEP
Bradesco,bank,-23.7340010,-52.8679817,Sem CEP
Supermercado Ouro Verde,supermarket,-23.7343549,-52.8654639,Sem CEP
Panificadora Santa Rita,bakery,-23.7342965,-52.8684220,Sem CEP
Mercado Pulhese,convenience,-29.6826489,-53.8354050,Sem CEP
Mercado do Alemão,convenience,-29.6825812,-53.8351656,Sem CEP
Itaú,bank,-25.4176958,-49.2689361,Sem CEP
Banco do Brasil,bank,-25.4196961,-49.2682069,Sem CEP
Nivalmix,department_store,-23.6866675,-46.6224671,09911-160
Compre Bem,supermarket,-23.1878008,-46.8787905,13201-160
Sem nome,hardware,-20.1382037,-40.2447342,Sem CEP
Supercenter Angeloni Água Verde,supermarket,-25.4543646,-49.2887939,80620-010
Manaira Shopping,mall,-7.0990502,-34.8451087,Sem CEP
Banco do Brasil,bank,-6.3284599,-47.4199428,77900-000
Supermercado Barbosa,supermarket,-27.9044028,-50.7589957,Sem CEP
Metropolitan Shopping,mall,-25.4351603,-49.2746066,80010-030
Supermercado Festval Praça Osório,supermarket,-25.4329254,-49.2772953,Sem CEP
New York Store,clothes,-22.1197975,-51.4033116,Sem CEP
Lojas Diva,variety_store,-27.8983950,-50.7578440,Sem CEP
Supermercado Mônica,supermarket,-27.8982600,-50.7572083,Sem CEP
Supermercado Nossa Senhora de Lourdes,supermarket,-27.8975371,-50.7568082,Sem CEP
Elitecar,car,-22.6455257,-50.4402465,Sem CEP
Estação Damha Mall,convenience,-21.9676267,-47.8911138,Sem CEP
GranPneus Barão Geraldo,car_repair,-22.8296063,-47.0793808,13084-105
Lages Shopping Center,mall,-27.7927788,-50.2832126,Sem CEP
Quiosque do Estudante,kiosk,-25.4273179,-49.2645624,Sem CEP
Assaí Atacadista,supermarket,-1.4639140,-48.4947416,Sem CEP
Supermercado Quartetto,supermarket,-10.7059032,-48.4099554,Sem CEP
Vinícola Velho Amâncio,yes,-29.6546292,-53.7774285,Sem CEP
Mercado Lima,supermarket,-29.6551616,-53.7936770,Sem CEP
Cancha do Seu Onório,yes,-29.6493159,-53.8029499,Sem CEP
Mercado Nogueira,supermarket,-29.6607712,-53.7959238,Sem CEP
Supermercado Sacolão Central,supermarket,-30.0173383,-50.1529087,Sem CEP
Bertolace Moveis e Eletro,department_store,-19.3279408,-41.2548229,Sem CEP
Comper,supermarket,-22.2251179,-54.7919067,Sem CEP
Armazém Raízes da Serra,convenience,-27.7491794,-49.8170147,Sem CEP
Tenda Atacado,wholesale,-22.8470652,-47.1001225,Sem CEP
Supermercado GS,supermarket,-19.8719770,-44.0029989,Sem CEP
Panificadora Schmackbrot,bakery,-27.2332826,-49.6459517,Sem CEP
MegaVe Center Shop,mall,-25.4762080,-49.3268777,Sem CEP
Centro Comercial Fazendinha,mall,-25.4777505,-49.3291832,Sem CEP
Pátio Getúlio,mall,-25.4523012,-49.2903254,Sem CEP
Supermercado Superbom,supermarket,-15.8622694,-48.0887379,Sem CEP
Mercado Veras,supermarket,-15.8619261,-48.0888750,Sem CEP
Auto Elite,car,-28.2859518,-49.9577870,Sem CEP
Borracharia,tyres,-15.8755067,-48.1070338,Sem CEP
Padaria Ponto do Pão,bakery,-28.2904138,-49.9467352,Sem CEP
Posto Nova Serrana,convenience,-28.2908842,-49.9468019,Sem CEP
Supermercado Angeloni Bigorrilho,supermarket,-25.4385567,-49.2953115,Sem CEP
Gio Tratores,car_parts,-28.2892813,-49.9345766,Sem CEP
Banco do Brasil,bank,-28.2912744,-49.9361457,Sem CEP
Caixa Econômica Federal,bank,-28.2914330,-49.9358284,Sem CEP
Shopping Novo Batel,mall,-25.4380871,-49.2833395,Sem CEP
Supermercado Condor Campo Comprido,supermarket,-25.4608717,-49.3462940,Sem CEP
Anita Shopping,mall,-25.3916816,-49.2601399,Sem CEP
Anita Shopping,mall,-25.3916397,-49.2599955,Sem CEP
Centro Comercial Avenida Brasília,mall,-25.4949199,-49.2773102,81020-010
Outlet dos Sonhos,bed,-23.6912242,-46.5582323,Sem CEP
Caixa Econômica Federal,bank,-23.2039796,-46.8926065,Sem CEP
Caixa Econômica Federal,bank,-15.8618052,-48.0742930,Sem CEP
Supermercado Caique,supermarket,-15.8628456,-48.0763783,Sem CEP
Assaí Atacadista,supermarket,-24.0323449,-46.4953293,11705-000
Empório da Ilha,supermarket,-26.2236899,-48.8765581,Sem CEP
Festval,supermarket,-25.4503973,-49.2875909,Sem CEP
Merceria Bom Jesus,convenience,-27.7474980,-51.0264894,Sem CEP
Caixa Econômica Federal,bank,-7.0749580,-41.4679265,Sem CEP
Divina Panetteria,bakery,-27.8111234,-50.3138779,Sem CEP
Posto Centenário,convenience,-27.8113119,-50.3165496,Sem CEP
Posto Elefantinho,convenience,-27.8117073,-50.3133269,Sem CEP
Translages,car,-27.8123879,-50.3099817,88509-500
Via Serra Volskswagen,car,-27.8118114,-50.3158081,Sem CEP
Myatã,supermarket,-27.8129675,-50.3275236,Sem CEP
Serra Shopping,mall,-27.8138774,-50.3278921,Sem CEP
Zago Materiais de Construção,hardware,-27.8124271,-50.3274737,Sem CEP
Depil House,beauty,-25.4269195,-49.2823537,80410-060
Cerena Rios,clothes,-27.8142593,-50.3322452,Sem CEP
Supermercado Kloppel,supermarket,-27.8154208,-50.3335216,Sem CEP
Galeria Augusta,mall,-27.8168782,-50.3287990,Sem CEP
Myatã,supermarket,-27.8169037,-50.3305291,Sem CEP
Bôa Supermercados,supermarket,-23.1881739,-46.8562922,13218-090
Pittol Calçados,shoes,-27.8140329,-50.3258303,Sem CEP
Posto Central II,convenience,-27.8067860,-50.3201674,Sem CEP
Posto Duque,convenience,-27.8071221,-50.3193838,Sem CEP
Sicoob,bank,-27.8148872,-50.3255428,Sem CEP
Premier System,car_repair,-27.8121977,-50.3179301,Sem CEP
Posto Grazziotin,convenience,-27.8290519,-50.3396599,Sem CEP
Posto Raid II,convenience,-27.8240801,-50.3225220,Sem CEP
Posto Universitário,convenience,-27.8214463,-50.3187748,Sem CEP
Caixa Econômica Federal,bank,-27.8157416,-50.3259266,Sem CEP
Myatã,supermarket,-27.8226021,-50.3366943,Sem CEP
Supermercados Martendal,supermarket,-27.8164559,-50.3376892,Sem CEP
Box Car Lataria e Pintura,car_repair,-26.5042349,-49.0875765,89259-560
Casa das Tintas Maba - Vila Nova,paint,-26.5037077,-49.0907624,Sem CEP
São Roque Supermercados - Loja Avenida Brasil,supermarket,-23.5258698,-47.1314861,Sem CEP
Posto Monza,convenience,-26.3344918,-48.8314158,Sem CEP
Decathlon,sports,-26.2976390,-48.8698600,89216-201
Makro,wholesale,-7.1670776,-34.8890045,Sem CEP
Sem nome,car,-22.9120763,-43.0589705,Sem CEP
JD Auto Center,car_repair,-26.8034830,-49.0892632,Sem CEP
Padaria Bublitz,bakery,-26.8054897,-49.0908954,89065-000
Bradesco,bank,-26.8095328,-49.0898859,89068-001
Rede Top Supermercados,supermarket,-26.8116639,-49.0902997,89069-001
Caixa Itoupava Central,bank,-26.8088257,-49.0899555,Sem CEP
CIC Blumenau,mall,-26.8976891,-49.0731156,89052-000
Razzura,clothes,-26.8970693,-49.0732886,89053-200
Supermercado Hanes,supermarket,-26.8545710,-49.1175905,Sem CEP
Sem nome,lottery,-20.3448222,-41.6403637,Sem CEP
Sicoob,bank,-20.3449738,-41.6406992,Sem CEP
Shopping Água Verde,mall,-25.4636153,-49.2901952,Sem CEP
Estação das Frutas,greengrocer,-25.4647467,-49.2921436,Sem CEP
Sem nome,yes,-25.4675595,-49.2949562,Sem CEP
Fórum de Picos,mall,-7.0759300,-41.4678943,Sem CEP
Compre Max Mister Hull,supermarket,-3.7391844,-38.5924201,Sem CEP
Compre Max,supermarket,-3.7301762,-38.5773096,60356-392
Berlanda,furniture,-27.1612742,-50.4712415,Sem CEP
Supermercado Terral,supermarket,-27.1617367,-50.4711032,Sem CEP
Araripe Supermercado,supermarket,-3.7871012,-38.6133163,Sem CEP
Iguaçu Top Shopping,mall,-22.7532335,-43.4541737,26285-060
Alberto Informatica,computer,-23.5288980,-46.6899592,05010-040
VSM Shop,yes,-22.6598403,-50.4173272,Sem CEP
Stella D'Alva,florist,-22.6518880,-50.4133097,Sem CEP
Dicave Lages,car,-27.8127990,-50.3697727,Sem CEP
Quality Shopping,mall,-22.9392183,-43.3449607,22760-401
Mercado Milênio,supermarket,-27.8245658,-50.3472417,Sem CEP
Posto Copacabana,convenience,-27.8187536,-50.3390269,Sem CEP
Lojas Americanas,department_store,-23.6017620,-46.6371119,Sem CEP
Mercedes-Benz,car,-23.5981260,-46.6223225,04123-030
Honda SP Japan Ricardo Jafet,car,-23.5889109,-46.6207124,Sem CEP
Supermercado Vila das Frutas,supermarket,-23.5893411,-46.6207258,Sem CEP
Floricultura Sempre Verde,florist,-27.8132319,-50.3370177,Sem CEP
Posto Beatriz,convenience,-27.8123517,-50.3405475,Sem CEP
Hyundai,car,-27.7966256,-50.3212610,Sem CEP
Prático Jardim Europa,mall,-30.0225110,-51.1552810,Sem CEP
Saint Germain - Batel,bakery,-25.4439868,-49.2876866,Sem CEP
Posto Mimim,convenience,-26.8728255,-49.0891860,Sem CEP
Postos Meta,convenience,-26.8840499,-49.1016733,Sem CEP
Centro Comercial Fortaleza,mall,-26.8806868,-49.0687061,Sem CEP
Casa Mario,tyres,-23.1906678,-46.9024120,13208-053
Kalunga,computer,-23.1915815,-46.9030143,Sem CEP
Bom Bocado Patisserie,confectionery,-26.8956947,-49.0885762,Sem CEP
Rede Top Supermercados,supermarket,-26.8951082,-49.0982141,89037-501
Caixa Escola Agrícola,bank,-26.8952453,-49.0985431,89037-501
Max Sul,convenience,-26.8983849,-49.0989064,Sem CEP
Centro Comercial Bons Amigos,mall,-3.7276282,-38.5848965,Sem CEP
Vasconcelo,supermarket,-3.7265085,-38.5887953,Sem CEP
Santa Edwiges,supermarket,-3.7249824,-38.5890701,Sem CEP
Condor,supermarket,-25.4859818,-49.2959214,Sem CEP
GBarbosa,supermarket,-10.4921031,-37.1931558,49600-000
Fort Atacadista,wholesale,-27.8003657,-50.3103681,Sem CEP
Dia,supermarket,-23.6341043,-46.7011612,04717-002
Supermercado Marília,supermarket,-24.0076102,-53.1483173,87470-000
Auto Posto Líder,convenience,-24.0014832,-53.1471256,87470-000
Posto Via Norte,convenience,-26.8866308,-49.0820857,Sem CEP
Elétrica Zata,electrical,-26.8844384,-49.0819721,Sem CEP
Htech Power Motors,car_repair,-27.6012417,-48.6017837,Sem CEP
Bonsai Blumenau,garden_centre,-26.8952481,-49.0831029,89030-101
Casa dos Pneus,yes,-29.6919081,-53.7901931,97050-531
Asaphoto,photo,-29.6889856,-53.7969253,97050-530
Ilumine,yes,-29.6893718,-53.7919235,97095-530
Giacomini Motos,motorcycle,-29.6903110,-53.7885991,97095-020
Sicredi,bank,-29.6891081,-53.7941022,Sem CEP
Babette,party,-29.6911236,-53.7952155,97050-510
Patio 78,mall,-29.6915572,-53.7877327,97095-470
Guanabara,supermarket,-32.1846743,-52.1594033,Sem CEP
Supermercado Bretas,supermarket,-18.4093770,-49.2081706,75523-425
Sem nome,supermarket,-18.4164212,-49.2191409,Sem CEP
Lucas Supermercado,supermarket,-18.4063830,-49.2104126,Sem CEP
ampm,convenience,-25.4216776,-49.2704986,Sem CEP
Casas da Água,hardware,-26.8992315,-49.0761464,89030-000
Pittol,shoes,-26.9227701,-49.0617861,Sem CEP
Camelódromo,mall,-26.9230680,-49.0619689,Sem CEP
Banco do Brasil,bank,-26.9294627,-49.0631640,89010-300
Sem nome,vacant,-26.9082561,-49.0831606,89035-300
Textil Abril,clothes,-23.5308990,-46.6123508,03023-000
Feicenter,mall,-15.8619106,-48.0767857,Sem CEP
Banco Safra,bank,-26.9230705,-49.0637668,Sem CEP
Unicred,bank,-26.9229271,-49.0642261,89010-201
Taty's Estetic Hair,beauty,-26.9234972,-49.0633516,Sem CEP
Executivo Transportes,travel_agency,-26.9233013,-49.0609663,Sem CEP
Cheiro Verde Hortifruti,greengrocer,-15.2501230,-40.2483024,Sem CEP
Barra Shopping,mall,-26.6536088,-48.6867948,88390-000
Confeitaria Damay,pastry,-26.6332412,-48.6849836,Sem CEP
Bradesco,bank,-25.4268151,-49.2491882,Sem CEP
Posto Gourmet,convenience,-25.4353567,-49.2500885,Sem CEP
Chen Chen Auto Vidros,car_parts,-25.4353989,-49.2502058,Sem CEP
Espaço Animal,pet,-15.2489798,-40.2513029,45700-000
Partage Shopping Center,mall,-32.1143150,-52.1752852,Sem CEP
Lisbel Tecidos,fabric,-20.3367110,-40.3051315,Sem CEP
Konik Glória,clothes,-20.3368540,-40.3052099,Sem CEP
Itaú,bank,-25.4363690,-49.2791433,Sem CEP
Thião Cabeleireiros,hairdresser,-26.9255538,-49.0580590,Sem CEP
Casarão Pão & Cia,bakery,-25.4361441,-49.2767540,Sem CEP
Kabrauto Work Center,tyres,-26.9152528,-49.0725750,Sem CEP
Sacolão Praça do Povo,greengrocer,-19.8076070,-43.1740158,Sem CEP
Bradesco,bank,-19.8069556,-43.1773213,Sem CEP
Kathamy Moda Feminina,clothes,-23.7035143,-46.5508422,Sem CEP
Savi Supermercados,supermarket,-29.1556425,-51.1612083,Sem CEP
Salvador Car,car,-12.9684077,-38.4791263,Sem CEP
